topic,term,beta
1,willow,3.8888931239618155e-140
2,willow,1.0971634501635453e-139
3,willow,1.7092660350697605e-59
4,willow,3.1762910038211064e-140
5,willow,1.7461327181253508e-4
1,69th,1.1549106576256318e-4
2,69th,4.074662372125422e-5
3,69th,3.605178377389193e-4
4,69th,1.1011217304562574e-5
5,69th,4.627967084443547e-19
1,barnes,7.54601731832711e-32
2,barnes,8.04789708559458e-4
3,barnes,9.595113744061973e-8
4,barnes,6.361899106020644e-21
5,barnes,9.972681033129924e-42
1,clearance,8.210862822625694e-22
2,clearance,8.439376276379184e-30
3,clearance,7.26782645599099e-4
4,clearance,9.630230434368116e-22
5,clearance,1.233531753015215e-10
1,truck,1.1900788546187996e-13
2,truck,2.0845659355116326e-6
3,truck,0.005886470413907974
4,truck,1.954181308577387e-5
5,truck,2.949751313125837e-4
1,ainsworth,0.0013821374740230232
2,ainsworth,6.679757359601325e-4
3,ainsworth,4.149323498001438e-10
4,ainsworth,2.4398680884046926e-9
5,ainsworth,2.7473077840495534e-4
1,30th,1.1259121060961977e-5
2,30th,4.0732909251413535e-4
3,30th,0.0011577307702481188
4,30th,6.515301383245801e-4
5,30th,8.539561892845483e-10
1,center,3.3328613398141973e-4
2,center,8.293570865499294e-4
3,center,0.0015543431343758728
4,center,7.843988239370651e-4
5,center,7.953790242228858e-4
1,lanes,1.036216704213368e-10
2,lanes,0.003283165302975175
3,lanes,9.612805266590524e-4
4,lanes,0.005384158920008552
5,lanes,0.001211686842450678
1,south,9.296321298906691e-4
2,south,0.0026516440051545685
3,south,0.0026333171629427496
4,south,0.004312785584079367
5,south,0.005877847043037812
1,front,0.0016106647340476902
2,front,0.002221164106560294
3,front,0.005426810097592909
4,front,4.84023715644133e-7
5,front,0.001487891236242896
1,205,2.5696882133101476e-15
2,205,4.510550957151662e-29
3,205,3.3125578591783975e-25
4,205,0.0027461254493994186
5,205,1.2109194034955525e-12
1,cornell,1.1869302072664303e-22
2,cornell,0.0014348145593844615
3,cornell,1.5793441404447376e-17
4,cornell,1.3266854678130403e-27
5,cornell,9.192969151410395e-24
1,signs,0.008524919916786215
2,signs,0.014845212674216963
3,signs,2.19299950015877e-4
4,signs,0.006137174356170501
5,signs,1.6625191183159037e-5
1,foster,4.6767598532865636e-4
2,foster,4.595989742305182e-5
3,foster,2.499913878442176e-24
4,foster,0.0028945928474346755
5,foster,1.0582160323231796e-13
1,31st,6.203133425988078e-13
2,31st,2.8465850793714434e-11
3,31st,1.0104573164331633e-7
4,31st,3.649134122002483e-17
5,31st,0.0011639953935465082
1,15th,1.3797333157124213e-15
2,15th,6.163809634911234e-4
3,15th,5.422271457337132e-14
4,15th,2.1553800836852544e-11
5,15th,0.00172828836683064
1,woolsey,1.1723083180415228e-65
2,woolsey,2.4496833940710624e-4
3,woolsey,3.872675546174115e-111
4,woolsey,3.3263118031096685e-101
5,woolsey,2.3691188209592797e-22
1,bound,2.7583791514853267e-20
2,bound,1.0990311464108607e-10
3,bound,2.5950675063318735e-5
4,bound,0.002511890412020342
5,bound,0.002514588323636516
1,6,9.008772523820655e-4
2,6,5.416477367452028e-4
3,6,0.0019822541395006395
4,6,6.566144231477477e-4
5,6,2.6455597129863747e-4
1,btn,1.3368204306903015e-4
2,btn,2.833765364663263e-7
3,btn,5.437234424697748e-4
4,btn,1.557384667119375e-9
5,btn,6.728961061186523e-20
1,called,0.0013799382513914452
2,called,1.844535819204119e-4
3,called,0.003399733899707369
4,called,0.0018948465376369054
5,called,6.914999226206085e-5
1,drivers,0.007633624133141492
2,drivers,0.007190441969547971
3,drivers,6.407243296095962e-4
4,drivers,0.003139244064606165
5,drivers,0.00956204066845669
1,west,1.0991582151884644e-9
2,west,0.001948868294234154
3,west,0.0018545880305896917
4,west,0.004898615232743654
5,west,0.0064723462006245555
1,pedestrians,0.003818139701736534
2,pedestrians,0.001573699923686653
3,pedestrians,6.59802604825657e-8
4,pedestrians,5.752183196137953e-10
5,pedestrians,0.013164756050828412
1,71st,4.868078740096011e-18
2,71st,3.4047357335826445e-4
3,71st,5.2429163077486264e-5
4,71st,4.3681211825095906e-4
5,71st,5.738037778506214e-17
1,heavy,4.1624492842949936e-5
2,heavy,5.774739036200992e-4
3,heavy,3.661707010870578e-4
4,heavy,0.0015540777233812762
5,heavy,7.889273826992797e-4
1,136th,1.4653383484350933e-7
2,136th,2.2505959117687863e-46
3,136th,1.2741999602494382e-28
4,136th,0.0011283473974257514
5,136th,6.019089843624606e-56
1,bybee,2.0697273307260795e-7
2,bybee,7.218336991022462e-22
3,bybee,2.4148239288899382e-27
4,bybee,0.002405581389447852
5,bybee,1.3166727631575162e-6
1,ladd,3.8136234257372484e-36
2,ladd,9.342548113634775e-28
3,ladd,1.3070333870926549e-47
4,ladd,6.395086666638135e-4
5,ladd,2.706589724694016e-25
1,mlk,1.3472162002025138e-8
2,mlk,1.283601672492545e-5
3,mlk,1.8196308229541064e-14
4,mlk,9.127233597853645e-4
5,mlk,0.0019606127030595507
1,accident,0.0011788380355566399
2,accident,0.002099092991082765
3,accident,0.0021059036812500153
4,accident,4.4599631208248853e-4
5,accident,0.0014936085352283588
1,ash,5.721440690945939e-27
2,ash,2.936334854487787e-8
3,ash,1.5319126827437716e-4
4,ash,6.075791699346591e-4
5,ash,1.4890955482823103e-19
1,dewitt,1.857990690531979e-28
2,dewitt,1.1568991121291907e-93
3,dewitt,1.8959550770511417e-4
4,dewitt,4.6439253483991104e-62
5,dewitt,1.3673488352348167e-100
1,13th,3.499201529339124e-14
2,13th,7.231234793957698e-4
3,13th,8.647104027737393e-15
4,13th,0.0023061583741262083
5,13th,9.389302064739769e-7
1,92nd,5.8654358405351345e-19
2,92nd,4.887751972910173e-36
3,92nd,2.6884587703669476e-37
4,92nd,0.002407562039204944
5,92nd,1.377514041856912e-23
1,east,7.635888247559682e-11
2,east,0.0018824779685609578
3,east,0.0018324686392184916
4,east,0.004655167474465537
5,east,0.006619856433497585
1,harrison,2.8745941038053007e-5
2,harrison,1.5074066961381907e-9
3,harrison,5.090745478692883e-21
4,harrison,0.0020679086277066916
5,harrison,3.743091056844957e-13
1,simple,3.3538245704961886e-4
2,simple,3.708871193370707e-4
3,simple,7.099058587987017e-5
4,simple,2.689918073425814e-4
5,simple,9.758274129774914e-14
1,lambert,3.631893395021918e-4
2,lambert,1.2842762805079787e-49
3,lambert,1.468547199663581e-42
4,lambert,7.144493895381269e-17
5,lambert,1.1035827069750184e-39
1,speeding,0.022567379923615398
2,speeding,7.418285058643729e-6
3,speeding,2.2389857441953966e-13
4,speeding,4.203799357337462e-7
5,speeding,3.227247932183429e-11
1,sandy,7.4570094484318e-6
2,sandy,1.151512450278665e-22
3,sandy,8.075165392961582e-16
4,sandy,4.075999839801262e-10
5,sandy,0.004648585747485312
1,rodney,2.1311891988867765e-20
2,rodney,5.622085994519449e-4
3,rodney,8.056217352830526e-38
4,rodney,8.39218303239517e-15
5,rodney,4.34636329509354e-4
1,blocks,0.0014050940947343239
2,blocks,0.0010828525175707322
3,blocks,8.822933880355879e-4
4,blocks,0.0010485538253170003
5,blocks,8.721487310357388e-4
1,corner,0.0011939166989083248
2,corner,0.005486808315839815
3,corner,0.00580086989781447
4,corner,8.487266943443582e-5
5,corner,0.006799626653870624
1,fairview,4.2171500757484193e-4
2,fairview,3.4239682888053896e-16
3,fairview,5.057200784442779e-4
4,fairview,3.389218994837253e-5
5,fairview,3.521985388848402e-37
1,buchanan,2.4109291164128924e-44
2,buchanan,1.614049827841975e-27
3,buchanan,1.9350557371660453e-6
4,buchanan,2.281420247087121e-83
5,buchanan,1.7283112825071774e-4
1,circle,1.5137100093617353e-4
2,circle,5.358051095476986e-4
3,circle,3.152603274744803e-7
4,circle,4.6124198695148195e-4
5,circle,8.656708142354435e-16
1,living,0.0010441629902676777
2,living,6.016543187519764e-4
3,living,2.529601520731761e-7
4,living,3.6016688231142426e-4
5,living,2.475417404293144e-5
1,pacific,1.4913662866749315e-15
2,pacific,3.73644508318045e-21
3,pacific,2.862701715360839e-65
4,pacific,4.708195406112315e-32
5,pacific,3.201243316547609e-4
1,union,5.930257179647745e-38
2,union,1.570719007377977e-20
3,union,7.100915109135117e-5
4,union,6.568998388388564e-31
5,union,1.9652204913675055e-4
1,rhone,1.1346937170643455e-27
2,rhone,6.743280582616292e-25
3,rhone,5.83650283742145e-32
4,rhone,6.771268235263905e-4
5,rhone,4.755092407024136e-25
1,portland,0.0017507940209276279
2,portland,0.0015077622124597724
3,portland,0.003195126892632333
4,portland,8.788802094266546e-4
5,portland,0.0025252102550288856
1,dead,2.9515974301118435e-6
2,dead,9.058316875666558e-4
3,dead,6.70874552303127e-4
4,dead,0.003226862542294076
5,dead,5.437669078642125e-16
1,retaining,7.246366144906121e-5
2,retaining,1.512438919849826e-42
3,retaining,3.28829251943513e-4
4,retaining,5.243600526030648e-49
5,retaining,3.6522394584892134e-34
1,wall,2.48933899254534e-4
2,wall,9.529169733341797e-20
3,wall,5.337801303403907e-4
4,wall,8.266525877346096e-5
5,wall,1.488976646025684e-20
1,brookside,2.5239638897377675e-10
2,brookside,2.0752142044359093e-127
3,brookside,1.5799597094454278e-4
4,brookside,8.201818789772944e-116
5,brookside,1.0609856032996063e-131
1,siskiyou,5.086811590862901e-25
2,siskiyou,1.0621131808835301e-22
3,siskiyou,3.349533365418875e-32
4,siskiyou,3.7248833557716155e-31
5,siskiyou,9.894752069376995e-4
1,stanton,6.830087589846439e-13
2,stanton,8.338150997436904e-13
3,stanton,9.506581531655608e-27
4,stanton,1.1687646630108177e-30
5,stanton,6.402486619077492e-4
1,87th,6.387981941047653e-7
2,87th,1.2141184896952852e-33
3,87th,5.34762358885259e-53
4,87th,1.3783543532780052e-17
5,87th,5.231743891721036e-4
1,curb,4.443106760729251e-10
2,curb,2.858874867937344e-8
3,curb,0.00425694816767575
4,curb,1.6135159638892767e-4
5,curb,0.0016877313017090215
1,extension,5.357898899376547e-23
2,extension,1.4224130591417558e-13
3,extension,3.847554203832517e-4
4,extension,1.0623017869957493e-4
5,extension,2.2460211807057795e-20
1,north,5.585818161643376e-4
2,north,0.003989885012864509
3,north,0.002283082699724639
4,north,0.004441360097322983
5,north,0.006916991691551949
1,hamilton,1.091264616379465e-16
2,hamilton,4.096254499380298e-12
3,hamilton,6.635842732690538e-4
4,hamilton,1.6096604363139435e-33
5,hamilton,1.8669919840220746e-40
1,greeley,7.237739570093459e-18
2,greeley,0.002239710531722041
3,greeley,1.9061078280814664e-26
4,greeley,2.700631264188183e-27
5,greeley,5.352700533517876e-17
1,house,0.0018909830927504347
2,house,0.001174533681623824
3,house,0.0034941524562853103
4,house,3.526168004738717e-9
5,house,7.908394045524977e-4
1,emerald,3.6715418533647774e-61
2,emerald,2.0997286234894806e-4
3,emerald,3.582967260704817e-127
4,emerald,3.9241190850718685e-120
5,emerald,5.0001594963234074e-73
1,hand,3.840632969131864e-7
2,hand,5.359162764672499e-4
3,hand,5.365438907913895e-4
4,hand,0.0018660658215164216
5,hand,7.882999095976238e-4
1,residents,0.0010800821297706107
2,residents,0.0013413136765523235
3,residents,6.626480542181683e-4
4,residents,7.329547531585738e-4
5,residents,2.7812682121090463e-4
1,miles,7.764938144470989e-4
2,miles,1.590884708169004e-6
3,miles,6.274011270593901e-4
4,miles,1.9585845354442526e-11
5,miles,9.62055687811577e-5
1,rural,4.190646163695768e-4
2,rural,3.999272422682743e-26
3,rural,6.936828703614432e-12
4,rural,2.2396691573575735e-20
5,rural,3.452169518202404e-43
1,parks,6.656520981350832e-10
2,parks,0.0034551503995596806
3,parks,8.488639137428357e-6
4,parks,1.494083814133524e-11
5,parks,1.2750638597817752e-15
1,rosa,1.46168772440457e-16
2,rosa,0.002834633641710615
3,rosa,1.1177850291630827e-35
4,rosa,2.1797014536573244e-26
5,rosa,1.4649433491863434e-18
1,madison,3.010647988659815e-28
2,madison,6.828300098958136e-26
3,madison,1.655085560712711e-22
4,madison,0.0015423444313656678
5,madison,3.915394389901055e-21
1,mason,5.293851732367308e-4
2,mason,5.819902415036824e-10
3,mason,2.995724882967906e-12
4,mason,2.8718613713788005e-47
5,mason,3.2161346984974825e-4
1,install,0.0011126030248934523
2,install,5.162197082205121e-4
3,install,2.3305583766994168e-4
4,install,1.1542460704449746e-4
5,install,9.889153675196134e-4
1,multnomah,5.691456394842254e-9
2,multnomah,6.263113906763742e-17
3,multnomah,0.001350569842363651
4,multnomah,1.9813102427500946e-4
5,multnomah,7.564343803623107e-4
1,naito,7.8130160109700135e-44
2,naito,0.001448766549831204
3,naito,3.40846309205323e-4
4,naito,6.527531798002862e-12
5,naito,4.020409128047525e-4
1,19th,6.027575954240903e-4
2,19th,4.428258428915768e-4
3,19th,1.24762035243445e-12
4,19th,0.0016842015622163691
5,19th,3.378580685521447e-9
1,park,0.005612402737703809
2,park,9.890064190867308e-6
3,park,0.007222870951129733
4,park,3.6706430125998387e-4
5,park,5.090592872091717e-4
1,9th,4.0238201906458024e-24
2,9th,6.308310669441829e-4
3,9th,1.077395420039493e-16
4,9th,5.637574228962725e-9
5,9th,0.0010760186639106135
1,16th,6.89413639401825e-9
2,16th,0.0019590648957394504
3,16th,7.055281217153964e-13
4,16th,1.1919942210518358e-4
5,16th,2.475343998311846e-5
1,de,9.086871124785501e-23
2,de,5.034039673848322e-11
3,de,1.2025020618311282e-11
4,de,0.0012790172648990497
5,de,2.7236081086628936e-31
1,la,9.250621371534273e-66
2,la,6.725215468643404e-21
3,la,1.760848921206031e-41
4,la,2.6332709803804084e-4
5,la,5.59102866984999e-35
1,enforcement,0.0060514975698863875
2,enforcement,3.9971491056488485e-4
3,enforcement,0.0016360541845852942
4,enforcement,0.0017001183604803585
5,enforcement,4.649826475597057e-8
1,20th,4.1177348083316825e-27
2,20th,2.567793987442631e-13
3,20th,4.8246169018957584e-11
4,20th,0.0029718336012751682
5,20th,5.671855697022398e-10
1,centerline,1.1313042101829314e-50
2,centerline,4.882953393355009e-23
3,centerline,4.739887692627859e-4
4,centerline,4.2453453725302004e-54
5,centerline,4.130774559082436e-25
1,thurman,7.893973747805503e-18
2,thurman,9.677244772298394e-11
3,thurman,8.531796972856762e-4
4,thurman,1.725533397707038e-23
5,thurman,5.90486798460676e-15
1,time,0.0033511259630407
2,time,0.0017291874132694326
3,time,0.002263638662306608
4,time,0.002935149026000739
5,time,0.006576442823387233
1,portion,2.3122090480932127e-4
2,portion,4.588355604563922e-6
3,portion,2.494553445745869e-4
4,portion,7.033926075996048e-4
5,portion,3.432595327010942e-11
1,lovejoy,3.77084925737314e-35
2,lovejoy,0.0010504627595070023
3,lovejoy,6.544888717778887e-29
4,lovejoy,1.087060030969469e-31
5,lovejoy,1.159111791734191e-4
1,county,1.1882113850525899e-4
2,county,2.9075559313186906e-19
3,county,2.3642152179616731e-4
4,county,6.684893951757223e-4
5,county,1.4395492829020993e-5
1,delaware,2.0884781028482413e-29
2,delaware,7.349050182213182e-4
3,delaware,1.8737419990304442e-31
4,delaware,1.9159554268453487e-70
5,delaware,9.161322172425698e-34
1,control,7.024193421670192e-4
2,control,0.001568589017581226
3,control,4.927724758906142e-4
4,control,0.00141605846626642
5,control,5.231390904807441e-5
1,stopped,1.8111929651309843e-4
2,stopped,8.697444108820004e-4
3,stopped,2.4986873421926155e-5
4,stopped,3.552118177914611e-4
5,stopped,0.0020205857231690044
1,29th,7.820315632031709e-4
2,29th,3.43702442588806e-11
3,29th,3.892331962623021e-60
4,29th,3.0107460860473825e-8
5,29th,2.0834905624810492e-7
1,8th,3.5382502105094784e-16
2,8th,3.72599560515632e-17
3,8th,3.570542319945715e-18
4,8th,8.551928185525425e-4
5,8th,7.353106909520767e-4
1,video,9.43808654042526e-25
2,video,8.558241853699797e-5
3,video,0.0010515997764799418
4,video,5.087171027095704e-18
5,video,1.2441805514764765e-4
1,alameda,1.6033383548794114e-17
2,alameda,1.0528305737181192e-35
3,alameda,2.847217523398931e-23
4,alameda,3.135099512406719e-65
5,alameda,0.00107678184284395
1,interstate,1.6408949092078946e-10
2,interstate,0.0021718838158219403
3,interstate,1.605789794148387e-8
4,interstate,1.3159949164709374e-18
5,interstate,3.1830959291168786e-4
1,grand,6.705938295819959e-29
2,grand,6.67384053283383e-14
3,grand,9.17891498116006e-25
4,grand,0.001504726272937081
5,grand,1.1559983549865198e-12
1,memorial,2.0365307027624032e-4
2,memorial,7.273083781169533e-80
3,memorial,5.052216088461806e-43
4,memorial,2.3366847022562973e-36
5,memorial,2.0675420990366494e-5
1,select,2.59997923851289e-72
2,select,7.236343221412594e-4
3,select,2.5751094107625885e-37
4,select,1.2115360290288623e-5
5,select,6.956951712877408e-26
1,construction,2.6210465099407704e-18
2,construction,0.0014085036619040025
3,construction,0.0034371561845497364
4,construction,0.005115260326938606
5,construction,7.807060786087352e-12
1,glisan,4.7834473269943163e-4
2,glisan,5.490549961975434e-4
3,glisan,1.8689853741743128e-19
4,glisan,1.4560577832347577e-23
5,glisan,0.002275467453773205
1,i205,1.2635352644958812e-56
2,i205,1.764142434080138e-49
3,i205,1.2511378815549984e-13
4,i205,6.395086665148544e-4
5,i205,1.1012884319593736e-17
1,kenton,1.6995598511403232e-4
2,kenton,3.1204049936235304e-4
3,kenton,6.0578157745756325e-44
4,kenton,1.0132804963374076e-72
5,kenton,9.019818661203148e-21
1,blvd,0.0034678089273859417
2,blvd,0.00108752791830045
3,blvd,0.002115104665891938
4,blvd,0.002059324946061881
5,blvd,0.003204702823184886
1,adidas,9.491065117710476e-59
2,adidas,3.4995477058158035e-4
3,adidas,2.714159126175582e-20
4,adidas,7.213858324441804e-62
5,adidas,4.273657417921823e-36
1,move,3.8386427859681487e-4
2,move,5.878250459303252e-4
3,move,0.001132145860868543
4,move,7.554842096380059e-4
5,move,1.906652512847783e-4
1,7th,6.356052991009132e-7
2,7th,7.84233713746188e-13
3,7th,2.8259931812877226e-21
4,7th,8.197603063896751e-4
5,7th,0.0014896152396536807
1,difficult,8.727275571840644e-7
2,difficult,6.529639357799352e-4
3,difficult,0.0014434874687086997
4,difficult,6.178395665708445e-4
5,difficult,0.0021013310389393254
1,66th,1.705118856585373e-4
2,66th,2.935017832988993e-14
3,66th,2.1793044530612582e-4
4,66th,1.6263060749380207e-16
5,66th,2.067346868828416e-11
1,coming,4.787100428163896e-6
2,coming,0.0036886980216854176
3,coming,0.0025102799263789877
4,coming,0.002682152421118808
5,coming,0.004472518910366808
1,moody,2.9406723839798263e-58
2,moody,3.1722843209727763e-23
3,moody,9.479775385193631e-4
4,moody,1.521727654796604e-75
5,moody,5.717355850078106e-15
1,hedge,1.4237264454866418e-15
2,hedge,3.013775154005799e-14
3,hedge,8.086150525099092e-4
4,hedge,1.3302332080963247e-29
5,hedge,1.1940921276359185e-5
1,35,0.0024026371687395592
2,35,4.380607532256499e-23
3,35,9.514370890952662e-15
4,35,1.1008658636231472e-30
5,35,2.780048898834472e-13
1,traveling,0.0011693985932013816
2,traveling,0.002016737507570128
3,traveling,4.791484498075678e-4
4,traveling,0.002145187745480609
5,traveling,0.0015809896619851552
1,gilham,7.286342106190452e-31
2,gilham,1.6242935581919513e-120
3,gilham,7.497033785144737e-52
4,gilham,5.475172167442119e-54
5,gilham,1.7461327181253508e-4
1,21st,1.2045843163570943e-15
2,21st,6.310007658171567e-13
3,21st,2.4892362924191858e-26
4,21st,0.0013926802764312074
5,21st,0.001716405053974023
1,lights,0.0013342777868006587
2,lights,4.3938943610984326e-10
3,lights,4.185467117708377e-9
4,lights,8.067985485152222e-4
5,lights,0.00566892642689395
1,section,0.0019687425660660646
2,section,7.169625727225583e-4
3,section,7.159901272440395e-4
4,section,6.397194852756408e-4
5,section,1.1043575210506541e-5
1,borthwick,1.2543334139740857e-33
2,borthwick,7.716957102355572e-19
3,borthwick,2.2119475898929922e-4
4,borthwick,1.375965730512439e-127
5,borthwick,2.4399704196887254e-33
1,bikes,1.0996002126684961e-7
2,bikes,0.005831279442595054
